user_id,session_id,dwell_time_mean,dwell_time_std,dwell_time_min,dwell_time_max,flight_time_mean,flight_time_std,flight_time_min,flight_time_max,up_down_time_mean,up_down_time_std,up_down_time_min,up_down_time_max,id_count,session_duration_sec,keystrokes_per_min,dwell_to_flight_ratio,distance_mean_mean,distance_mean_std,distance_sum_total,speed_mean_mean,speed_mean_std,speed_max_max,click_count_total,click_count_mean,action_count_total,session_duration_sum,session_duration_mean,session_duration_std
47.0,69.0,0.091444540229885,0.0305639876800083,0.033,0.1676666666666666,0.1116798629531388,0.2491481070137931,0.0,1.2453333333333332,0.1505180371352785,0.2832222175248833,0.0,1.3853333333333335,41.333333333333336,354.2436666666667,84.72511461271468,0.8497980183532375,0.0,0.0,0.0,0.0,0.0,0.0,16,8.0,16,1926.792,963.396,1354.150498165547
48.0,71.5,0.110102267048294,0.0279591220502316,0.015,0.15725,0.2914311792967153,0.7161224178313215,0.0,4.312749999999999,0.3378068323792649,0.7487846428738608,0.0,4.431,57.25,181.6915,32.87432302430892,0.4216777798560159,0.0,0.0,0.0,0.0,0.0,0.0,28,7.0,28,728.77,182.1925,177.60056420800015
49.0,73.0,0.1359080459770115,0.0959838887342647,0.0,0.697,0.2452145593869732,1.5973549458457814,0.0,25.507,0.2769846743295019,1.6051167438235383,0.0,25.649,261.0,1621.939,9.655110333989132,0.5542413399790628,0.0,,0.0,0.0,,0.0,49,49.0,49,1620.125,1620.125,
50.0,75.5,0.0475488633134413,0.0406139687580513,0.0101666666666666,0.1399999999999999,0.4254190511373631,0.9689766174227472,0.0,3.6453333333333338,0.335603886385472,0.8216131012438929,0.0,3.5871666666666666,33.0,96.51733333333334,141.5612649505836,0.1577257792495465,0.0,0.0,0.0,0.0,0.0,0.0,18,3.6,18,803.988,160.79760000000002,220.29391625462563
51.0,78.0,0.1172283236994219,0.0796092078722771,0.0,0.592,0.2455462427745665,1.2685787411481748,0.0,22.762,0.2869017341040462,1.2766665796257128,0.0,22.783,346.0,1307.747,15.87463018458463,0.4774185195211807,0.0,,0.0,0.0,,0.0,41,41.0,41,1318.895,1318.895,
52.0,78.0,0.1381908713692946,0.0649738158772764,0.0,0.359,0.2042863070539419,0.4224788024505553,0.0,2.769,0.2450912863070539,0.4418176093881069,0.0,2.856,241.0,1157.565,12.491739124800766,0.6764568480490728,0.0,,0.0,0.0,,0.0,30,30.0,30,1152.98,1152.98,
53.0,79.0,0.0562595232400542,0.0236767652799582,0.0163333333333333,0.1273333333333333,0.1587632384596986,0.300984481731548,0.0,1.6096666666666668,0.1821650987270456,0.3229090914882265,0.0,1.6956666666666669,152.66666666666666,1472.451,96.2549361338584,0.4206285055136772,0.0,0.0,0.0,0.0,0.0,0.0,52,17.333333333333332,52,4444.842,1481.6139999999998,1565.7226636195824
54.0,80.0,0.0692222222222222,0.0208903410505034,0.0,0.104,0.1023888888888888,0.1958143840882814,0.0,1.048,0.1304166666666666,0.2208084334569544,0.0,1.144,36.0,573.4,3.767003836763167,0.6760716223548563,0.0,,0.0,0.0,,0.0,5,5.0,5,575.489,575.489,
55.0,83.5,0.0862422288359788,0.0331195506690028,0.034,0.137625,0.1008696494708994,0.17786090641784,0.0,0.5986250000000001,0.1369412962962963,0.2185235066851731,0.0,0.707375,15.125,105.70075,305.39448875435824,0.9930501260941332,0.0,0.0,0.0,0.0,0.0,0.0,18,2.25,18,1016.382,127.04775,217.30338647729351
57.0,87.5,0.0625804458740017,0.0168874412072048,0.0,0.1515,0.0923993640934634,0.2500529340690403,0.0,3.9265,0.1162634168884945,0.2659224169433657,0.0,4.0024999999999995,533.5,1139.6655,26.81553376298966,0.682839003259921,0.0,0.0,0.0,0.0,0.0,0.0,193,96.5,193,2335.927,1167.9635,1141.5666225764048
58.0,89.0,0.1142104377104377,0.0430321929313706,0.0163333333333333,0.1983333333333333,0.2597418630751964,0.6640390432424517,0.0,3.729333333333333,0.3066376964085298,0.7011707737998494,0.0,3.837,38.0,136.25433333333334,16.344311835178285,0.5523945058794232,0.0,0.0,0.0,0.0,0.0,0.0,20,10.0,20,1528.305,764.1525,811.1568369313669
59.0,91.0,0.1011037315510999,0.0490805533012213,0.0213333333333333,0.2116666666666666,0.1598778195488721,0.3713314298284376,0.0,1.65,0.2021646129211918,0.3981828601382114,0.0,1.7376666666666667,35.0,132.277,157.47238117016363,0.6986747282432528,0.0,0.0,0.0,0.0,0.0,0.0,13,6.5,13,1072.44,536.22,289.578611672202
60.0,92.5,0.1405501814206633,0.2446022435413025,0.0,1.8975,0.4088236498116017,0.90271278850602,0.0,6.508500000000001,0.1899101764199655,0.5323419512710809,0.0,6.357,591.0,1993.8695,21.963367398483193,0.4307347526989094,0.0,0.0,0.0,0.0,0.0,0.0,190,95.0,190,3979.158,1989.579,1092.339969790541
61.0,93.0,0.0029411764705882,0.0017778265528378,0.001,0.011,0.1776029411764705,0.5227891941153315,0.0,3.204,0.1786029411764705,0.523405899387472,0.0,3.207,68.0,549.137,7.429839912444436,0.0165604040738594,0.0,,0.0,0.0,,0.0,15,15.0,15,567.607,567.607,
62.0,93.5,0.0909775667366755,0.0322765369614374,0.0,0.1785,0.1772128877119289,0.3899544717673556,0.0,3.4495000000000005,0.2148093781389827,0.4218181117790531,0.0,3.5515,187.0,1690.4064999999998,10.418399297827357,0.5146880789171965,0.0,0.0,0.0,0.0,0.0,0.0,45,22.5,45,3366.192,1683.096,1638.6662252844535
63.0,94.5,0.0957744020156408,0.0323872395874799,0.016,0.223,0.2171528091358267,0.6277005653778085,0.0,5.7684999999999995,0.2494319557606099,0.6446393625054314,0.0,5.912,358.0,1749.66,14.8074831595542,0.4413486180996723,0.0,0.0,0.0,0.0,0.0,0.0,113,56.5,113,3504.75,1752.375,1710.1688629980374
64.0,95.5,0.0933834407641828,0.0540171622260099,0.0,0.6315,0.1631445850968819,0.3260100432939892,0.0,2.1845,0.188091659224168,0.3504783451188311,0.0,2.303,374.0,1112.862,34.3810202843014,0.5835959408119673,0.0,0.0,0.0,0.0,0.0,0.0,96,48.0,96,2253.2619999999997,1126.631,1295.8509582702786
66.0,96.5,0.0886417809378703,0.0342181073233382,0.019,0.1895,0.1044531911291687,0.257424711405612,0.0,1.74,0.1319573387506348,0.2822293943722786,0.0,1.7965,122.5,570.4135,73.37944655825797,0.8571014146243774,0.0,0.0,0.0,0.0,0.0,0.0,28,14.0,28,1516.424,758.212,1033.0702793914843
67.0,98.0,0.1326832307116035,0.0623526771411441,0.0,0.3393333333333333,0.1354680488869489,0.2790602014653935,0.0,1.5526666666666664,0.1899084029086991,0.3323055114606445,0.0,1.7033333333333334,137.33333333333334,757.3156666666667,23.463415422447028,0.9780465628657762,0.0,0.0,0.0,0.0,0.0,0.0,55,18.333333333333332,55,1880.888,626.9626666666667,473.1180231277745
69.0,99.0,0.13775,0.1265996840438395,0.0,0.894,0.3398352272727272,0.8639269487027277,0.0,3.848,0.2121875,0.422347296580162,0.0,3.258,176.0,1377.079,7.668405371078928,0.4053434986875324,0.0,,0.0,0.0,,0.0,26,26.0,26,1379.716,1379.716,
70.0,99.0,0.1884729729729729,0.123332052536792,0.0,0.83,0.2356959459459459,0.5009804626220777,0.0,4.272,0.2585135135135135,0.5064276712529642,0.0,4.364,148.0,1357.699,6.5404776758324195,0.7996445259868704,0.0,,0.0,0.0,,0.0,22,22.0,22,1355.545,1355.545,
71.0,100.5,0.1013297409579667,0.0321636318856909,0.03,0.183,0.3289308345552297,0.7092548988727935,0.0,3.817,0.3700526026392962,0.7423463497691452,0.0,3.938,91.5,566.5095,18.513832629739166,0.3213770052220343,0.0,0.0,0.0,0.0,0.0,0.0,59,14.75,59,2330.703,582.67575,438.24787309038936
72.0,103.0,0.0812818713450292,0.0529229880463716,0.0,0.3946666666666667,0.3559774142563616,1.3155457800476882,0.0,15.219,0.3014915204678363,1.2660507612126646,0.0,15.296,132.66666666666666,617.482,35.81111943563205,0.4678912296053861,0.0,0.0,0.0,0.0,0.0,0.0,84,28.0,84,1863.309,621.1030000000001,749.9661060367996
74.0,104.0,0.1188407079646017,0.0300041059834211,0.0,0.269,0.1733215339233038,0.4139644264781361,0.0,5.402,0.2174439528023598,0.4521932884491689,0.0,5.561,678.0,3689.964,11.024497799978535,0.6856661447341548,0.0,,0.0,0.0,,0.0,151,151.0,151,3714.507,3714.507,
75.0,105.5,0.1237061845643895,0.043752209640539,0.0,0.2095,0.1845266556927474,0.398444740342439,0.0,1.61325,0.2319584246933545,0.4476462144511816,0.0,1.7950000000000002,45.75,77.061,37.68956619698767,0.7978058816338485,0.0,0.0,0.0,0.0,0.0,0.0,32,8.0,32,326.18100000000004,81.54525000000001,20.65327054609028
76.0,108.5,0.1082621394230769,0.0241872840005212,0.03775,0.181,0.0810120163690476,0.2183697742443991,0.0,1.213,0.1170091718177655,0.2305788726010545,0.0,1.2832500000000002,72.5,71.58525,62.46000602550881,1.4657964676030455,0.0,0.0,0.0,0.0,0.0,0.0,57,14.25,57,292.42,73.105,29.967357585657545
77.0,110.0,0.1059875222816399,0.2275585753189085,0.0,2.123,0.650795008912656,1.5779897504567242,0.0,33.765,0.2142406417112299,1.4713539746688666,0.0,33.879,561.0,1205.384,27.924711129399427,0.1628585358371496,0.0,,0.0,0.0,,0.0,43,43.0,43,1210.622,1210.622,
78.0,111.0,0.0961714478114478,0.0379270198272637,0.0169999999999999,0.2993333333333333,0.0816715054854767,0.1805269402712748,0.0,1.4036666666666668,0.1136677231646609,0.1952888807832715,0.0,1.4193333333333331,154.33333333333334,601.1043333333333,29.656832327422237,1.2443846657091953,0.0,0.0,0.0,0.0,0.0,0.0,65,32.5,65,2444.191,1222.0955,288.04348285024605
79.0,113.5,0.0031090577703949,0.0024486526482455,0.001,0.01175,0.1579021115956072,0.3570683239024955,0.0,2.8594999999999997,0.1593193198597268,0.3579353403677964,0.0,2.862,94.5,473.42925,197.32678012104984,0.0223744991256775,0.0,0.0,0.0,0.0,0.0,0.0,48,16.0,48,3094.428,1031.476,994.4981788706302
80.0,115.0,0.0053,0.003501898219429,0.002,0.02,0.1861499999999999,0.3729501307145501,0.0,2.375,0.18855,0.3746600450636398,0.0,2.379,80.0,187.703,25.57231370835842,0.0284716626376578,0.0,,0.0,0.0,,0.0,18,18.0,18,432.977,432.977,
81.0,115.0,0.1015116279069767,0.0319585785227389,0.0,0.2,0.1787558139534883,0.4562187568037592,0.0,4.363,0.2238139534883721,0.4847344847850563,0.0,4.463,172.0,159.605,64.65962845775509,0.5678787484550836,0.0,,0.0,0.0,,0.0,15,15.0,15,173.579,173.579,
82.0,115.5,0.0951081130690161,0.033743608084138,0.0145,0.1915,0.102631791483113,0.2081913219269212,0.0,1.198,0.1397867107195301,0.2450313187332573,0.0,1.3245,125.5,452.5005000000001,21.280346629729504,0.9819893069440944,0.0,0.0,0.0,0.0,0.0,0.0,32,16.0,32,903.288,451.644,555.6105675308921
83.0,117.0,0.1217367617266635,0.0935110332612903,0.0,0.559,1.086103764553975,3.4173830677307873,0.0,15.582666666666666,0.805706444934215,3.081117144071466,0.0,15.229,73.66666666666667,189.5906666666667,79.9832097088215,0.3651550049408906,0.0,0.0,0.0,0.0,0.0,0.0,16,5.333333333333333,16,618.346,206.11533333333333,250.7325914880898
84.0,119.0,0.041006691565515,0.0091352608271777,0.032,0.0623333333333333,0.2302600373482726,0.5146520581197582,0.0,2.665666666666666,0.2389721444133209,0.5313917696133349,0.0,2.706666666666667,36.0,98.321,31.22638500144608,0.3240637553224872,0.0,0.0,0.0,0.0,0.0,0.0,40,10.0,40,626.7760000000001,156.69400000000002,189.54424624521496
85.0,120.0,0.0659715909090909,0.016567240990158,0.0,0.104,0.119,0.2723831545032527,0.0,1.545,0.1469943181818181,0.293153660285798,0.0,1.609,176.0,330.753,31.927148053078884,0.5543831168831169,0.0,,0.0,0.0,,0.0,26,26.0,26,329.049,329.049,
