user_id,session_id,distance_mean,distance_std,distance_sum,speed_mean,speed_std,event_count,idle_mean,idle_std,idle_max,session_duration_sec
66.0,117,0.0,0.0,0.0,0.0,0.0,9,174.48244444444447,513.0532384158859,1542.621,27.721
67.0,117,0.0,0.0,0.0,0.0,0.0,7,5.138333333333334,3.098537052653505,10.336,30.83
67.0,118,0.0,0.0,0.0,0.0,0.0,17,34.840941176470594,120.73970769876753,503.105,89.191
67.0,119,0.0,0.0,0.0,0.0,0.0,7,51.84571428571429,116.7723732091832,316.552,46.368
67.0,120,0.0,0.0,0.0,0.0,0.0,11,102.41654545454547,309.6085666286912,1035.721,90.861
67.0,121,0.0,0.0,0.0,0.0,0.0,11,115.59781818181818,308.6789803299921,1034.882,236.694
67.0,122,0.0,0.0,0.0,0.0,0.0,2,283.6435,390.63336309191516,559.863,7.424
69.0,122,0.0,0.0,0.0,0.0,0.0,26,55.18864000000001,63.94417160296941,208.117,1379.716
70.0,122,0.0,0.0,0.0,0.0,0.0,22,64.54976190476191,76.35290007125123,253.927,1355.545
71.0,122,0.0,0.0,0.0,0.0,0.0,25,38.66475,39.58932250235728,170.417,927.954
71.0,123,0.0,0.0,0.0,0.0,0.0,26,129.17046153846155,465.84740717949535,2407.876,950.556
71.0,124,0.0,,0.0,0.0,,1,2035.559,,2035.559,0.0
71.0,125,0.0,0.0,0.0,0.0,0.0,2,204.79049999999998,257.6944598017194,387.008,22.573
71.0,126,0.0,0.0,0.0,0.0,0.0,5,5401.3968,12054.071345825387,26964.372,42.612
72.0,126,0.0,0.0,0.0,0.0,0.0,69,21.534867647058825,46.96244488343832,269.629,1464.371
72.0,127,0.0,0.0,0.0,0.0,0.0,3,499.83400000000006,840.7913380316189,1470.689,28.813
72.0,128,0.0,0.0,0.0,0.0,0.0,12,218.86808333333332,644.4379552065589,2256.292,370.125
74.0,128,0.0,0.0,0.0,0.0,0.0,151,24.76338,26.268399035754168,198.766,3714.507
75.0,128,0.0,0.0,0.0,0.0,0.0,9,12.753875,8.656079192229173,31.448,102.031
75.0,129,0.0,0.0,0.0,0.0,0.0,8,114.402,299.0392582010405,854.445,60.771
75.0,130,0.0,0.0,0.0,0.0,0.0,7,147.24528571428573,347.16255479324303,934.392,96.325
75.0,131,0.0,0.0,0.0,0.0,0.0,8,116.98275,303.8925957598225,868.808,67.054
76.0,131,0.0,0.0,0.0,0.0,0.0,15,4.472,2.341964592782341,8.521,62.608
76.0,132,0.0,0.0,0.0,0.0,0.0,21,47.211285714285715,189.43903479804337,873.778,117.659
76.0,133,0.0,0.0,0.0,0.0,0.0,10,93.74980000000001,275.73229607590207,878.344,59.154
76.0,134,0.0,0.0,0.0,0.0,0.0,11,84.77900000000001,263.6128073026802,879.57,52.999
77.0,134,0.0,0.0,0.0,0.0,0.0,25,24.34545833333333,32.34265104885117,132.135,584.291
77.0,135,0.0,0.0,0.0,0.0,0.0,18,34.796166666666664,77.16562764847022,310.123,316.208
78.0,135,0.0,0.0,0.0,0.0,0.0,13,24.405666666666665,37.820926872766506,132.948,292.868
78.0,136,0.0,0.0,0.0,0.0,0.0,2,175.0675,233.52413580720088,340.194,9.941
78.0,137,0.0,0.0,0.0,0.0,0.0,7,53.630714285714284,117.73557035678765,320.409,55.006
78.0,138,0.0,0.0,0.0,0.0,0.0,18,124.91722222222224,507.4380594724091,2157.996,90.514
78.0,139,0.0,0.0,0.0,0.0,0.0,4,156.40200000000002,286.19843362371273,585.695,39.913
78.0,140,0.0,0.0,0.0,0.0,0.0,21,33.79290476190476,80.39215915243523,373.364,336.287
79.0,140,0.0,0.0,0.0,0.0,0.0,27,24.656769230769232,48.46417232332165,224.109,641.076
79.0,141,0.0,0.0,0.0,0.0,0.0,5,91.62559999999999,142.87770003677971,343.503,114.625
79.0,142,0.0,0.0,0.0,0.0,0.0,2,358.774,500.5311919171471,712.703,4.845
79.0,143,0.0,0.0,0.0,0.0,0.0,2,424.8985,587.4918909742499,840.318,9.479
79.0,144,0.0,,0.0,0.0,,1,405.563,,405.563,0.0
79.0,145,0.0,0.0,0.0,0.0,0.0,2,295.19,102.7567574420291,367.85,222.53
79.0,146,0.0,,0.0,0.0,,1,416.618,,416.618,0.0
79.0,147,0.0,0.0,0.0,0.0,0.0,8,71.04237499999999,137.25200076391027,387.686,180.653
80.0,147,0.0,0.0,0.0,0.0,0.0,18,25.469235294117645,58.109991321985035,235.466,432.977
81.0,147,0.0,0.0,0.0,0.0,0.0,15,12.3985,5.395843368172037,22.595,173.579
82.0,147,0.0,0.0,0.0,0.0,0.0,29,30.16142857142857,35.835507316408105,142.205,844.52
82.0,148,0.0,0.0,0.0,0.0,0.0,3,379.638,606.9305162644238,1080.146,58.768
83.0,148,0.0,0.0,0.0,0.0,0.0,3,17.8505,13.773732990732759,27.59,35.701
83.0,149,0.0,0.0,0.0,0.0,0.0,7,65.26714285714286,128.70340592932854,353.961,102.909
83.0,150,0.0,0.0,0.0,0.0,0.0,4,316.69225,567.8235906185272,1167.492,99.277
83.0,151,0.0,0.0,0.0,0.0,0.0,2,1403.251,1947.0227646378455,2780.004,26.498
84.0,151,0.0,0.0,0.0,0.0,0.0,10,18.47911111111111,23.27473186980059,79.274,166.312
84.0,152,0.0,0.0,0.0,0.0,0.0,22,51.19768181818181,153.13920638033454,705.335,421.014
84.0,153,0.0,0.0,0.0,0.0,0.0,2,601.491,840.1333657176104,1195.555,7.427
84.0,154,0.0,0.0,0.0,0.0,0.0,6,2357.4595,5758.885230747311,14112.734,32.023
85.0,154,0.0,0.0,0.0,0.0,0.0,26,13.161959999999999,15.162655147543695,51.136,329.049
