id,action,coordinates,button,delta,distance,speed,user_id,timestamp,time_diff,session_id,x,y,delta_x,delta_y
68045.0,click,"453,286",left,"0,0",0.0,0.0,2.0,2025-03-21 14:24:04.701000+00:00,9.88,1,453,286,0,0
68046.0,click,"453,286",left,"0,0",0.0,0.0,2.0,2025-03-21 14:24:04.898000+00:00,0.197,1,453,286,0,0
68188.0,click,"629,289",left,"0,0",0.0,0.0,2.0,2025-03-21 14:24:15.272000+00:00,10.374,1,629,289,0,0
68264.0,click,"400,200",left,"0,0",0.0,0.0,2.0,2025-03-21 14:34:24.413400+00:00,609.1414,2,400,200,0,0
68266.0,click,"331,291",left,"0,0",0.0,0.0,2.0,2025-03-21 14:43:11.007000+00:00,526.5936,2,331,291,0,0
68268.0,click,"331,291",left,"0,0",0.0,0.0,2.0,2025-03-21 14:43:11.441000+00:00,0.434,2,331,291,0,0
68270.0,click,"277,293",left,"0,0",0.0,0.0,2.0,2025-03-21 14:43:36.341000+00:00,24.9,2,277,293,0,0
68272.0,click,"328,296",left,"0,0",0.0,0.0,2.0,2025-03-21 14:43:50.172000+00:00,13.831,2,328,296,0,0
68274.0,click,"285,300",left,"0,0",0.0,0.0,2.0,2025-03-21 14:44:25.695000+00:00,35.523,2,285,300,0,0
68276.0,click,"382,296",left,"0,0",0.0,0.0,2.0,2025-03-21 14:52:00.160000+00:00,454.465,2,382,296,0,0
68278.0,click,"341,295",left,"0,0",0.0,0.0,2.0,2025-03-21 14:52:07.870000+00:00,7.71,2,341,295,0,0
68280.0,click,"318,289",left,"0,0",0.0,0.0,2.0,2025-03-21 14:52:12.984000+00:00,5.114,2,318,289,0,0
68282.0,click,"324,288",left,"0,0",0.0,0.0,2.0,2025-03-21 14:52:22.166000+00:00,9.182,2,324,288,0,0
68284.0,click,"350,299",left,"0,0",0.0,0.0,2.0,2025-03-21 14:52:29.941000+00:00,7.775,2,350,299,0,0
68286.0,click,"381,296",left,"0,0",0.0,0.0,2.0,2025-03-21 14:52:31.078000+00:00,1.137,2,381,296,0,0
68288.0,click,"372,298",left,"0,0",0.0,0.0,2.0,2025-03-21 14:52:39.816000+00:00,8.738,2,372,298,0,0
68290.0,click,"336,291",left,"0,0",0.0,0.0,2.0,2025-03-21 14:53:40.475000+00:00,60.659,2,336,291,0,0
68292.0,click,"401,285",left,"0,0",0.0,0.0,2.0,2025-03-21 14:53:51.881000+00:00,11.406,2,401,285,0,0
68294.0,click,"293,294",left,"0,0",0.0,0.0,2.0,2025-03-21 14:54:19.148000+00:00,27.267,2,293,294,0,0
68389.0,click,"502,305",left,"0,0",0.0,0.0,2.0,2025-03-22 02:55:36.903000+00:00,43277.755,3,502,305,0,0
68426.0,click,"439,278",left,"0,0",0.0,0.0,2.0,2025-03-22 02:55:39.315000+00:00,2.412,3,439,278,0,0
68498.0,click,"459,287",left,"0,0",0.0,0.0,2.0,2025-03-22 02:55:44.190000+00:00,4.875,3,459,287,0,0
68509.0,click,"430,286",left,"0,0",0.0,0.0,2.0,2025-03-22 02:55:47.198000+00:00,3.008,3,430,286,0,0
68511.0,click,"430,285",left,"0,0",0.0,0.0,2.0,2025-03-22 02:55:47.448000+00:00,0.25,3,430,285,0,0
68531.0,click,"462,296",left,"0,0",0.0,0.0,2.0,2025-03-22 02:55:57.459000+00:00,10.011,3,462,296,0,0
68532.0,click,"462,296",left,"0,0",0.0,0.0,2.0,2025-03-22 02:55:57.677000+00:00,0.218,3,462,296,0,0
68540.0,click,"446,303",left,"0,0",0.0,0.0,2.0,2025-03-22 02:56:06.267000+00:00,8.59,3,446,303,0,0
68545.0,click,"445,299",left,"0,0",0.0,0.0,2.0,2025-03-22 02:56:06.748000+00:00,0.481,3,445,299,0,0
68546.0,click,"445,299",left,"0,0",0.0,0.0,2.0,2025-03-22 02:56:06.948000+00:00,0.2,3,445,299,0,0
68590.0,click,"614,295",left,"0,0",0.0,0.0,2.0,2025-03-22 02:56:10.504000+00:00,3.556,3,614,295,0,0
68758.0,click,"424,282",left,"0,0",0.0,0.0,2.0,2025-03-22 02:57:13.077000+00:00,62.573,3,424,282,0,0
68759.0,click,"424,282",left,"0,0",0.0,0.0,2.0,2025-03-22 02:57:13.323000+00:00,0.246,3,424,282,0,0
68773.0,click,"462,299",left,"0,0",0.0,0.0,2.0,2025-03-22 02:57:14.215000+00:00,0.892,3,462,299,0,0
68784.0,click,"452,296",left,"0,0",0.0,0.0,2.0,2025-03-22 02:57:14.703000+00:00,0.488,3,452,296,0,0
69409.0,click,"504,216",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:29.275000+00:00,3374.572,4,504,216,0,0
69431.0,click,"482,221",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:32.799000+00:00,3.524,4,482,221,0,0
69434.0,click,"481,221",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:33.261000+00:00,0.462,4,481,221,0,0
69435.0,click,"481,221",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:33.515000+00:00,0.254,4,481,221,0,0
69449.0,click,"501,217",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:33.929000+00:00,0.414,4,501,217,0,0
69450.0,click,"501,217",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:34.147000+00:00,0.218,4,501,217,0,0
69451.0,click,"501,217",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:34.353000+00:00,0.206,4,501,217,0,0
69519.0,click,"609,214",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:40.350000+00:00,5.997,4,609,214,0,0
69555.0,click,"670,226",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:41.305000+00:00,0.955,4,670,226,0,0
69601.0,click,"669,222",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:42.755000+00:00,1.45,4,669,222,0,0
69615.0,click,"481,220",left,"0,0",0.0,0.0,2.0,2025-03-22 03:53:43.609000+00:00,0.854,4,481,220,0,0
69743.0,click,"493,285",left,"0,0",0.0,0.0,2.0,2025-03-22 03:54:23.193000+00:00,39.584,4,493,285,0,0
69772.0,click,"486,280",left,"0,0",0.0,0.0,2.0,2025-03-22 03:54:26.051000+00:00,2.858,4,486,280,0,0
69784.0,click,"476,286",left,"0,0",0.0,0.0,2.0,2025-03-22 03:54:26.635000+00:00,0.584,4,476,286,0,0
69785.0,click,"476,286",left,"0,0",0.0,0.0,2.0,2025-03-22 03:54:26.855000+00:00,0.22,4,476,286,0,0
69857.0,click,"534,271",left,"0,0",0.0,0.0,2.0,2025-03-22 03:55:00.346000+00:00,33.491,4,534,271,0,0
69897.0,click,"458,287",left,"0,0",0.0,0.0,2.0,2025-03-22 03:55:09.309000+00:00,8.963,4,458,287,0,0
69902.0,click,"456,287",left,"0,0",0.0,0.0,2.0,2025-03-22 03:55:10.101000+00:00,0.792,4,456,287,0,0
69903.0,click,"456,287",left,"0,0",0.0,0.0,2.0,2025-03-22 03:55:10.326000+00:00,0.225,4,456,287,0,0
70004.0,click,"481,298",left,"0,0",0.0,0.0,2.0,2025-03-22 03:55:20.723000+00:00,10.397,4,481,298,0,0
