user_id,session_id,dwell_time_mean,dwell_time_std,dwell_time_min,dwell_time_max,flight_time_mean,flight_time_std,flight_time_min,flight_time_max,up_down_time_mean,up_down_time_std,up_down_time_min,up_down_time_max,id_count,session_duration_sec,keystrokes_per_min,dwell_to_flight_ratio
44.0,63.0,0.05466461538461538,0.012069407624197037,0.0376,0.08280000000000001,0.1832684949832776,0.39464119139566084,0.0,1.6995999999999998,0.2044817614269788,0.4174133703914159,0.0,1.7662,23.6,50.4632,344.5582401424919,0.6123415353396282
45.0,65.5,0.08625934579439253,0.014883363691376826,0.0635,0.123,0.10836214953271028,0.23987099208469,0.0,1.6015,0.13667757009345793,0.2777046648197125,0.0,1.6844999999999999,109.0,273.24899999999997,221.1839408928647,0.8153150401586995
46.0,67.0,0.0813645732689211,0.029378965238052304,0.021,0.17,0.4177873405177753,1.222148408975906,0.0,7.093333333333334,0.45318430571039264,1.2462273879968264,0.0,7.2,57.333333333333336,299.58599999999996,47.50451715186646,0.22605573426418388
47.0,69.0,0.09144454022988506,0.03056398768000837,0.033,0.16766666666666666,0.11167986295313881,0.24914810701379317,0.0,1.2453333333333332,0.15051803713527853,0.28322221752488336,0.0,1.3853333333333335,41.333333333333336,354.2436666666667,84.72511461271468,0.8497980183532375
48.0,71.5,0.11010226704829404,0.027959122050231648,0.015,0.15725,0.2914311792967153,0.7161224178313215,0.0,4.312749999999999,0.33780683237926495,0.7487846428738608,0.0,4.431,57.25,181.6915,32.87432302430892,0.4216777798560159
49.0,73.0,0.1359080459770115,0.09598388873426478,0.0,0.697,0.2452145593869732,1.5973549458457814,0.0,25.507,0.27698467432950197,1.6051167438235385,0.0,25.649,261.0,1621.939,9.655110333989132,0.5542413399790628
50.0,75.5,0.04754886331344132,0.040613968758051316,0.010166666666666666,0.13999999999999999,0.42541905113736317,0.9689766174227471,0.0,3.6453333333333333,0.33560388638547206,0.8216131012438929,0.0,3.5871666666666666,33.0,96.51733333333334,141.5612649505836,0.15772577924954653
51.0,78.0,0.11722832369942196,0.07960920787227717,0.0,0.592,0.2455462427745665,1.2685787411481748,0.0,22.762,0.28690173410404624,1.2766665796257128,0.0,22.783,346.0,1307.747,15.87463018458463,0.47741851952118075
52.0,78.0,0.13819087136929462,0.06497381587727644,0.0,0.359,0.2042863070539419,0.4224788024505553,0.0,2.769,0.24509128630705393,0.4418176093881069,0.0,2.856,241.0,1157.565,12.491739124800766,0.6764568480490728
53.0,79.0,0.05625952324005421,0.023676765279958236,0.016333333333333335,0.12733333333333333,0.15876323845969864,0.30098448173154807,0.0,1.6096666666666668,0.18216509872704564,0.3229090914882265,0.0,1.6956666666666667,152.66666666666666,1472.451,96.25493613385841,0.4206285055136772
54.0,80.0,0.06922222222222223,0.020890341050503438,0.0,0.104,0.10238888888888889,0.19581438408828145,0.0,1.048,0.13041666666666668,0.22080843345695444,0.0,1.144,36.0,573.4,3.767003836763167,0.6760716223548563
55.0,83.5,0.08624222883597883,0.03311955066900289,0.034,0.137625,0.10086964947089948,0.17786090641784008,0.0,0.5986250000000001,0.1369412962962963,0.21852350668517317,0.0,0.707375,15.125,105.70075,305.39448875435824,0.9930501260941332
57.0,87.5,0.06258044587400177,0.01688744120720487,0.0,0.1515,0.09239936409346347,0.2500529340690403,0.0,3.9265,0.11626341688849454,0.2659224169433657,0.0,4.0024999999999995,533.5,1139.6655,26.81553376298966,0.682839003259921
58.0,89.0,0.1142104377104377,0.043032192931370665,0.016333333333333335,0.19833333333333333,0.2597418630751964,0.6640390432424517,0.0,3.729333333333333,0.3066376964085298,0.7011707737998494,0.0,3.8369999999999997,38.0,136.25433333333334,16.344311835178285,0.5523945058794232
59.0,91.0,0.10110373155109997,0.0490805533012213,0.021333333333333333,0.21166666666666667,0.15987781954887217,0.37133142982843764,0.0,1.6500000000000001,0.20216461292119184,0.3981828601382114,0.0,1.7376666666666667,35.0,132.277,157.47238117016363,0.6986747282432528
60.0,92.5,0.14055018142066336,0.2446022435413025,0.0,1.8975,0.4088236498116017,0.9027127885060199,0.0,6.508500000000001,0.18991017641996558,0.5323419512710809,0.0,6.357,591.0,1993.8695000000002,21.963367398483193,0.4307347526989094
61.0,93.0,0.0029411764705882353,0.0017778265528378794,0.001,0.011,0.17760294117647057,0.5227891941153315,0.0,3.204,0.17860294117647058,0.523405899387472,0.0,3.207,68.0,549.137,7.429839912444436,0.016560404073859402
62.0,93.5,0.0909775667366755,0.0322765369614374,0.0,0.1785,0.1772128877119289,0.38995447176735565,0.0,3.4495000000000005,0.21480937813898274,0.4218181117790531,0.0,3.5515,187.0,1690.4064999999998,10.418399297827357,0.5146880789171965
63.0,94.5,0.09577440201564086,0.03238723958747995,0.016,0.223,0.2171528091358267,0.6277005653778085,0.0,5.7684999999999995,0.24943195576060995,0.6446393625054314,0.0,5.912,358.0,1749.66,14.807483159554199,0.44134861809967235
64.0,95.5,0.09338344076418281,0.05401716222600994,0.0,0.6315,0.16314458509688193,0.3260100432939892,0.0,2.1845,0.18809165922416807,0.35047834511883114,0.0,2.303,374.0,1112.862,34.3810202843014,0.5835959408119673
66.0,96.5,0.08864178093787034,0.034218107323338284,0.019,0.1895,0.10445319112916879,0.25742471140561207,0.0,1.74,0.13195733875063484,0.2822293943722786,0.0,1.7965,122.5,570.4135,73.37944655825797,0.8571014146243774
67.0,98.0,0.1326832307116035,0.062352677141144175,0.0,0.3393333333333333,0.13546804888694894,0.2790602014653935,0.0,1.5526666666666664,0.18990840290869918,0.3323055114606445,0.0,1.7033333333333334,137.33333333333334,757.3156666666667,23.463415422447028,0.9780465628657762
69.0,99.0,0.13775,0.12659968404383956,0.0,0.894,0.33983522727272725,0.8639269487027277,0.0,3.848,0.2121875,0.42234729658016207,0.0,3.258,176.0,1377.079,7.668405371078928,0.40534349868753244
70.0,99.0,0.18847297297297297,0.12333205253679208,0.0,0.83,0.23569594594594595,0.5009804626220777,0.0,4.272,0.2585135135135135,0.5064276712529642,0.0,4.364,148.0,1357.699,6.5404776758324195,0.7996445259868704
71.0,100.5,0.10132974095796676,0.03216363188569091,0.03,0.183,0.3289308345552297,0.7092548988727935,0.0,3.817,0.3700526026392962,0.7423463497691452,0.0,3.9379999999999997,91.5,566.5095,18.513832629739166,0.3213770052220343
72.0,103.0,0.08128187134502923,0.052922988046371654,0.0,0.3946666666666667,0.35597741425636165,1.3155457800476882,0.0,15.219,0.3014915204678363,1.2660507612126646,0.0,15.296,132.66666666666666,617.482,35.81111943563205,0.4678912296053861
74.0,104.0,0.11884070796460176,0.030004105983421122,0.0,0.269,0.17332153392330382,0.41396442647813614,0.0,5.402,0.21744395280235987,0.45219328844916895,0.0,5.561,678.0,3689.964,11.024497799978537,0.6856661447341548
75.0,105.5,0.12370618456438953,0.04375220964053909,0.0,0.2095,0.1845266556927474,0.39844474034243904,0.0,1.6132499999999999,0.2319584246933545,0.4476462144511816,0.0,1.7950000000000002,45.75,77.061,37.68956619698767,0.7978058816338485
76.0,108.5,0.10826213942307693,0.024187284000521243,0.037750000000000006,0.181,0.08101201636904762,0.21836977424439918,0.0,1.213,0.11700917181776557,0.23057887260105453,0.0,1.2832500000000002,72.5,71.58525,62.46000602550881,1.4657964676030457
77.0,110.0,0.10598752228163993,0.2275585753189085,0.0,2.123,0.650795008912656,1.5779897504567242,0.0,33.765,0.21424064171122995,1.4713539746688666,0.0,33.879,561.0,1205.384,27.924711129399427,0.16285853583714968
78.0,111.0,0.0961714478114478,0.037927019827263764,0.016999999999999998,0.2993333333333333,0.08167150548547679,0.1805269402712748,0.0,1.4036666666666668,0.11366772316466096,0.19528888078327156,0.0,1.4193333333333333,154.33333333333334,601.1043333333333,29.656832327422237,1.2443846657091953
79.0,113.5,0.0031090577703949797,0.0024486526482455674,0.001,0.01175,0.15790211159560724,0.35706832390249554,0.0,2.8594999999999997,0.15931931985972683,0.3579353403677964,0.0,2.862,94.5,473.42924999999997,197.32678012104984,0.022374499125677516
80.0,115.0,0.0053,0.0035018982194290715,0.002,0.02,0.18614999999999998,0.3729501307145501,0.0,2.375,0.18855,0.37466004506363987,0.0,2.379,80.0,187.703,25.57231370835842,0.028471662637657807
81.0,115.0,0.10151162790697675,0.03195857852273894,0.0,0.2,0.17875581395348838,0.4562187568037592,0.0,4.363,0.2238139534883721,0.4847344847850563,0.0,4.463,172.0,159.605,64.65962845775509,0.5678787484550836
82.0,115.5,0.09510811306901615,0.03374360808413808,0.0145,0.1915,0.10263179148311308,0.20819132192692125,0.0,1.198,0.1397867107195301,0.24503131873325731,0.0,1.3245,125.5,452.50050000000005,21.280346629729504,0.9819893069440945
83.0,117.0,0.12173676172666355,0.09351103326129036,0.0,0.559,1.086103764553975,3.4173830677307873,0.0,15.582666666666666,0.805706444934215,3.0811171440714666,0.0,15.229,73.66666666666667,189.5906666666667,79.9832097088215,0.36515500494089065
84.0,119.0,0.04100669156551509,0.009135260827177782,0.032,0.06233333333333333,0.23026003734827263,0.5146520581197582,0.0,2.6656666666666666,0.2389721444133209,0.5313917696133349,0.0,2.706666666666667,36.0,98.32100000000001,31.22638500144608,0.3240637553224872
85.0,120.0,0.06597159090909091,0.016567240990158077,0.0,0.104,0.119,0.2723831545032527,0.0,1.545,0.14699431818181818,0.293153660285798,0.0,1.609,176.0,330.753,31.927148053078884,0.5543831168831169
